;OtherSpeak : Allez, au revoir;LaunchCombat;;;;;;;;;;
;Node=>debut;Fade;;;;;;;;;;
;;Node=>caserne vide;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
[caserne vide];;;;;;;;;;;;
Fade;;;;;;;;;;;;
Narrator : Le camp est vide mais le feu de joie brûle toujours. Il n'y a seulement qu'une poignée de tentes.;;;;;;;;;;;;
SetChoices3;;;;;;;;;;;;
Choice : Dormir près du feu;Choice : Lever l'ancre;Choice : Fouiller les tentes;;;;;;;;;;
PlayerSpeak : Au dodo !;Fade;Fade;;;;;;;;;;
ChangeTimeOfDay;PlayerSpeak : Allez, en route;[tentes];;;;;;;;;;
Node=>caserne vide;Leave;SetChoices4;;;;;;;;;;
;;Choice : Fouiller première tente;;Choice : Fouiller deuxième tente;;Choice : Fouiller troisième tente;;Choice : Retourner au feu;;;;
;;RandomPercent20;;RandomPercent20;;RandomPercent20;;Fade;;;;
;;PlayerSpeak : L'arsenal !;PlayerSpeak : C'est un arsenal. Il est vide !;PlayerSpeak : Que des babioles;PlayerSpeak : Rien dans celle-ci !;PlayerSpeak : Le garde manger ! ;PlayerSpeak : C'est le garde mangé !;Node=>caserne vide;;;;
;;LootWeapons;Node=>tentes;LootMisc;Node=>tentes;LootFood;PlayerSpeak : Mais il n'y a plus rien;;;;;
;;Node=>tentes;;Node=>tentes;;Node=>tentes;Node=>tentes;;;;;
